,good_id,shop_id,onhand_qnt
2193,1210836,11013,1.0
2194,1211257,34141,13.0
2195,1211265,23293,11.0
2196,1212518,19917,1.0
2197,1213279,31565,7.0
2198,1213300,96320,2.0
2199,1213467,31565,1.0
2200,1213467,96320,3.0
2201,1213469,31565,1.0
2202,1213496,23824,12.0
2203,1213622,20271,6.0
2204,1214272,24799,8.0
2205,1214594,19917,48.0
2206,1215262,56377,15.0
2207,1215284,23293,12.0
2208,1215588,23293,165.0
2209,1215856,11013,6.0
2210,1216302,11013,1.0
2211,1216540,15174,12.142
2212,1217448,34763,2.0
2213,1217709,23293,23.0
2214,1217809,15174,2.0
2215,1217809,19917,1.0
2216,1218106,38212,39.0
2217,1218110,24799,7.0
2218,1218110,26719,10.0
2219,1218110,34763,26.0
2220,1218110,85973,6.0
2221,1219050,15174,1.0
2222,1219476,23293,138.0
2223,1219477,23293,122.0
2224,1219636,23293,87.0
2225,1219818,15174,5.0
2226,1220055,15174,1.0
2227,1220228,15174,19.0
2228,1220253,11013,1.0
2229,1220254,15174,11.0
2230,1220302,24799,1.0
2231,1220308,15174,7.0
2232,1220308,26719,10.0
2233,1220308,34763,1.0
2234,1220314,15174,6.0
2235,1220314,85973,1.0
2236,1220522,31565,0.755
2237,1220624,19765,1.0
2238,1220893,15174,13.0
2239,1220917,15174,22.0
2240,1221595,11013,64.0
2241,1221595,15174,10.0
2242,1221732,34763,3.0
2243,1221775,34763,2.0
2244,1221850,34763,11.0
2245,1221851,34763,7.0
2246,1221941,85973,17.0
2247,1221956,11013,3.0
2248,1221992,11013,2.0
2249,1222180,11013,4.0
2250,1222180,15174,111.0
2251,1222289,19917,3.0
2252,1222331,15174,1.0
2253,1222657,11013,1.0
2254,1222983,34763,2.0
2255,1223328,11013,2.0
2256,1223432,15174,50.0
2257,1223697,24799,39.0
2258,1223712,15174,1.0
2259,1223824,26477,20.0
2260,1223824,47082,7.0
2261,1224042,11013,2.0
2262,1224042,26719,1.0
2263,1224074,19917,13.0
2264,1224116,98539,1.0
2265,1224143,19917,3.0
2266,1224162,19917,1.0
2267,1224178,19917,1.0
2268,1224236,34763,2.0
2269,1224328,11013,1.0
2270,1224663,15174,20.0
2271,1224809,11013,1.0
2272,1224824,15174,5.0
2273,1224906,85973,1.0
2274,1225108,19917,8.0
2275,1225165,15174,17.0
2276,1225561,34763,6.0
2277,1225631,23293,87.0
2278,1225752,23293,135.0
2279,1225753,23293,334.0
2280,1225799,15174,5.0
2281,1225799,24799,14.0
2282,1225956,15174,47.0
2283,1226626,31565,0.235
2284,1226644,19765,1.0
2285,1226658,15174,8.0
2286,1226658,34763,3.0
2287,1226729,15174,7.0
2288,1226742,15174,1.0
2289,1226811,15174,8.0
2290,1226811,24799,12.0
2291,1226811,26719,1.0
2292,1227008,15174,25.0
2293,1227008,24799,23.0
2294,1227008,26719,1.0
2295,1227008,44447,10.0
2296,1227008,85973,14.0
2297,1227476,23293,6.0
2298,1227582,10171,1.5
2299,1227984,15174,2.0
2300,1227984,19917,1.0
2301,1228005,15174,62.0
2302,1228144,15174,3.0
2303,1228301,29651,4.0
2304,1228471,56377,5.0
2305,1228687,108664,7.0
2306,1229022,15174,1.0
2307,1229468,44447,17.0
2308,1229653,20271,10.0
2309,1229653,27514,9.0
2310,1229653,36083,14.0
2311,1229654,7686,6.0
2312,1229654,23824,11.0
2313,1229655,7686,2.0
2314,1229655,23824,16.0
2315,1229655,74399,3.0
2316,1229676,24799,19.0
2317,1229873,34763,13.0
2318,1229893,15174,1.0
2319,1230434,56377,2.0
2320,1230525,34763,14.0
2321,1230675,11013,1.0
2322,1230675,15174,1.0
2323,1230675,24799,5.0
2324,1230694,47082,5.0
2325,1230694,67089,10.0
2326,1230765,11013,2.0
2327,1230765,15174,409.0
2328,1230787,15174,1.0
2329,1230795,15174,1.0
2330,1231305,15174,1.0
2331,1231311,15174,1.0
2332,1231334,15174,2.0
2333,1231733,38212,0.214
2334,1231915,15174,29.0
2335,1231915,34763,22.0
2336,1231926,98539,1.0
2337,1232010,34763,1.0
2338,1232880,15174,28.0
2339,1232880,34763,1.0
2340,1233230,34763,33.0
2341,1233324,74399,1.3
2342,1233342,15174,5.0
2343,1233415,11013,6.0
2344,1233655,15174,2.0
2345,1233893,15174,3.0
2346,1234661,11013,3.0
2347,1234780,19917,9.0
2348,1234780,34763,6.0
2349,1234860,15174,5.0
2350,1234873,56377,4.0
2351,1235096,19917,3.0
2352,1235114,19765,1.0
2353,1235191,11013,1.0
2354,1235191,19917,1.0
2355,1235462,15174,6.0
2356,1236027,20271,21.0
2357,1236779,46492,1.0
2358,1236887,31565,2.0
2359,1236895,15174,2.0
2360,1237867,7686,1.0
2361,1237983,15174,8.0
2362,1238026,26719,3.0
2363,1238317,15174,7.0
2364,1238373,15174,92.0
2365,1238622,26719,8.0
2366,1238879,44447,1.0
2367,1239051,47082,3.0
2368,1239163,15174,2.0
2369,1239198,7686,1.0
2370,1239774,23293,49.0
2371,1239892,25347,0.574
2372,1239943,7686,1.0
2373,1240121,11013,5.0
2374,1240221,56377,3.0
2375,1240760,11013,3.0
2376,1240873,19917,1.0
2377,1240873,34763,5.0
2378,1241101,15174,129.0
2379,1241101,19917,24.0
2380,1241101,34763,11.0
2381,1241235,15174,12.0
2382,1241528,19765,15.0
2383,1241641,17846,239.0
2384,1241990,10171,1.5
2385,1242268,47082,1.0
2386,1242288,11013,1.0
2387,1242332,26477,16.0
2388,1242332,38006,16.0
2389,1242460,15174,6.0
2390,1242490,20271,4.0
2391,1242874,15174,7.0
2392,1242874,34763,6.0
2393,1242996,15174,18.0
2394,1243001,15174,1.0
2395,1243237,11013,2.0
2396,1243237,15174,3.0
2397,1243237,19917,5.0
2398,1243237,24799,16.0
2399,1243237,26719,17.0
2400,1243237,31565,4.0
2401,1243237,34763,1.0
2402,1243401,15174,92.0
2403,1243558,19917,2.0
2404,1243654,11013,1.0
2405,1244104,11013,1.0
2406,1244388,15174,1.0
2407,1244740,15174,2.0
2408,1244770,15174,4.0
2409,1244878,11013,6.0
2410,1245805,56377,1.0
2411,1245937,15174,2.0
2412,1246032,15174,1.0
2413,1246280,56377,13.0
2414,1246329,11013,3.0
2415,1246442,38212,2.0
2416,1246670,15174,4.0
2417,1246707,15174,3.0
2418,1246760,15174,16.0
2419,1246761,34763,6.0
2420,1246764,34763,3.0
2421,1246765,11013,2.0
2422,1246765,34763,2.0
2423,1246765,41970,3.0
2424,1246827,11013,1.0
2425,1248879,15174,22.0
2426,1248965,19917,5.0
2427,1249055,15174,12.0
2428,1249543,15174,2.448
2429,1249845,26719,1.0
2430,1250088,15174,25.0
2431,1250294,15174,4.0
2432,1250878,15174,6.0
2433,1251183,98539,1.0
2434,1251246,31565,2.0
2435,1251514,19917,5.0
2436,1251531,15174,1.0
2437,1251560,85973,6.0
2438,1252093,24799,10.0
2439,1252338,11013,4.0
2440,1252338,15174,5.0
2441,1252426,15174,4.0
2442,1253219,15174,2.0
2443,1253436,11013,53.0
2444,1253481,11013,2.0
2445,1253501,98539,7.0
2446,1253508,15174,1.0
2447,1253642,15174,1.0
2448,1253921,19917,4.0
2449,1253939,19917,48.0
2450,1254047,19917,2.0
2451,1254128,74399,5.0
2452,1254176,11013,8.0
2453,1254176,26719,3.0
2454,1254296,15174,10.0
2455,1254436,31565,5.0
2456,1254458,15174,18.0
2457,1254602,11013,3.0
2458,1254941,83733,20.0
2459,1255432,11013,2.0
2460,1255476,18349,9.0
2461,1255476,26477,13.0
2462,1255477,18349,3.0
2463,1255479,23824,1.0
2464,1255601,11013,8.0
2465,1255862,15174,5.0
2466,1255901,15174,1.0
2467,1255901,24799,19.0
2468,1255971,15174,1.714
2469,1255985,43904,12.0
2470,1255987,11013,1.0
2471,1256310,11013,7.0
2472,1256310,15174,9.0
2473,1256310,34763,14.0
2474,1256494,11013,8.0
2475,1257494,25347,0.864
2476,1258481,15174,1.0
2477,1259121,7686,1.0
2478,1259150,11013,6.0
2479,1259749,20271,3.0
2480,1260216,19917,2.02
2481,1260360,34763,4.0
2482,1260691,26719,2.0
2483,1261876,19917,1.0
2484,1261889,15174,4.0
2485,1262240,11013,1.0
2486,1262340,44447,26.0
2487,1263303,19917,8.0
2488,1263330,31565,4.0
2489,1263499,11013,2.0
2490,1264470,19917,2.0
2491,1264536,34763,21.0
2492,1264552,19917,12.0
2493,1265102,15174,3.0
2494,1265127,34763,2.0
2495,1265141,34763,4.0
2496,1266407,108664,83.0
2497,1266549,15174,5.0
2498,1266890,83733,8.0
2499,1267228,11013,2.0
2500,1267399,11013,5.0
2501,1267525,15174,4.0
2502,1267538,11013,1.0
2503,1267594,34763,8.0
2504,1267941,36083,2.0
2505,1268269,15174,3.0
2506,1268287,15174,8.0
2507,1268311,34763,1.0
2508,1268564,27514,6.0
2509,1268722,23293,20.0
2510,1268722,26477,6.0
2511,1269087,15174,15.0
2512,1269218,11013,2.0
2513,1269304,15174,5.0
2514,1269680,11013,13.0
2515,1269911,11013,1.0
2516,1269911,34763,14.0
2517,1269911,41970,6.0
2518,1270041,15174,2.0
2519,1270554,15174,5.0
2520,1270558,15174,5.0
2521,1270975,15174,2.0
2522,1271181,12105,999987.0
2523,1271204,15174,2.0
2524,1271278,56377,5.0
2525,1271552,19765,1.0
2526,1271791,15174,1.0
2527,1272073,15174,1.0
2528,1272110,34763,1.0
2529,1272116,83733,23.0
2530,1272206,7686,1.0
2531,1272211,19765,1.0
2532,1272492,67089,1.0
2533,1272989,19917,23.0
2534,1272989,31565,1.0
2535,1273314,74399,3.0
2536,1273684,31565,3.0
2537,1273696,15174,7.0
2538,1273752,11013,1.0
2539,1273991,19917,23.0
2540,1274005,34763,1.0
2541,1274303,11013,1.0
2542,1274366,34763,4.0
2543,1274396,11013,1.0
2544,1275062,19917,6.0
2545,1275320,15174,8.0
2546,1275385,15174,9.0
2547,1275386,15174,5.0
2548,1275499,15174,8.0
2549,1275609,11013,2.0
2550,1275771,15174,5.0
2551,1275934,19917,5.0
2552,1276153,67089,1.0
2553,1276309,15174,9.0
2554,1276490,11013,1.0
2555,1278205,31565,1.0
2556,1278281,11013,7.0
2557,1278282,11013,18.0
2558,1278387,47082,2.0
2559,1278395,34763,1.0
2560,1278395,74399,2.0
2561,1278532,11013,2.0
2562,1278547,19917,10.0
2563,1278820,15174,1.079
2564,1278820,19917,3.859
2565,1279016,108664,5.0
2566,1279032,19917,2.0
2567,1279179,15174,1.0
2568,1279326,44447,2.0
2569,1279398,15174,4.0
2570,1279633,31565,4.0
2571,1279925,29651,5.0
2572,1279951,74399,0.7
2573,1280062,15174,1.0
2574,1280710,98539,2.0
2575,1280793,15174,5.0
2576,1281123,23824,4.0
2577,1281618,24799,3.0
2578,1281696,34763,3.0
2579,1281696,74399,5.0
2580,1281717,24799,16.0
2581,1281719,34763,2.0
2582,1281752,11013,26.0
2583,1281789,15174,1.0
2584,1281789,24799,10.0
2585,1281789,34763,1.0
2586,1282318,15174,9.0
2587,1282906,83733,959.0
2588,1283078,108664,50.0
2589,1283431,38212,18.0
2590,1283461,11013,12.0
2591,1283486,15174,1.0
2592,1283536,11013,5.0
2593,1283610,15174,2.0
2594,1283645,15174,107.0
2595,1283645,34763,53.0
2596,1284129,15174,1.0
2597,1284155,15174,4.373
2598,1284155,31565,0.57
2599,1284272,15174,3.0
2600,1284467,19917,10.0
2601,1285891,11013,2.0
2602,1286312,11013,2.0
2603,1286401,83858,2.0
2604,1286475,12105,999975.0
2605,1286516,12105,999999.0
2606,1286520,12105,999992.0
2607,1286603,24799,12.0
2608,1286893,15174,46.0
2609,1287091,27514,8.0
2610,1287309,15174,2.0
2611,1287326,15174,26.0
2612,1288775,108664,4.0
2613,1288861,31565,2.0
2614,1289396,98539,7.0
2615,1289666,11013,4.0
2616,1290662,34141,1.0
2617,1291238,15174,55.0
2618,1291238,19917,69.0
2619,1291238,34763,3.0
2620,1291249,11013,2.0
2621,1291254,15174,167.0
2622,1291378,15174,1.0
2623,1292034,83749,997.0
2624,1292402,15174,12.0
2625,1292892,11013,2.0
2626,1292893,31565,1.0
2627,1292893,34763,10.0
2628,1293673,15174,1.0
2629,1293989,11013,2.0
2630,1294424,15174,8.0
2631,1294455,15174,1.0
2632,1294756,11013,2.0
2633,1294788,15174,21.0
2634,1295486,34763,7.0
2635,1295764,11013,3.0
2636,1295765,11013,4.0
2637,1295768,11013,1.0
2638,1295771,11013,1.0
2639,1295774,11013,1.0
2640,1295799,19917,6.0
2641,1295801,19917,9.0
2642,1295810,19917,5.0
2643,1295813,11013,1.0
2644,1295831,19917,14.0
2645,1296423,98539,3.0
2646,1296502,11013,4.0
2647,1296528,11013,7.0
2648,1296711,15174,2.0
2649,1297184,11013,1.0
2650,1297278,31565,0.23
2651,1297347,11013,2.0
2652,1297349,11013,2.0
2653,1297378,26719,4.0
2654,1297387,74399,5.0
2655,1297550,15174,45.0
2656,1297565,12105,999981.0
2657,1297566,12105,999990.0
2658,1297567,12105,999927.0
2659,1297702,85973,5.0
2660,1297776,11013,2.0
2661,1297911,11013,1.0
2662,1297981,11013,1.0
2663,1298254,11013,1.0
2664,1298298,11013,3.0
2665,1298364,31565,11.0
2666,1298420,19917,1.766
2667,1298592,12105,999964.0
2668,1298595,12105,999355.0
2669,1298596,12105,999812.0
2670,1299011,11013,3.0
2671,1299072,31565,3.0
2672,1299582,38212,1.0
2673,1299597,11013,1.0
2674,1299764,38006,5.0
2675,1299764,67089,3.0
2676,1299834,98539,2.0
2677,1300057,20271,5.0
2678,1300057,38006,1.0
2679,1300057,67089,3.0
2680,1300366,15174,2.0
2681,1300376,26719,4.0
2682,1300404,11013,4.0
2683,1300763,11013,2.0
2684,1300767,11013,1.0
2685,1300770,11013,1.0
2686,1300782,11013,2.0
2687,1301242,31565,1.0
2688,1301358,34763,2.0
2689,1301428,19765,5.0
2690,1301465,15174,4.0
2691,1301465,34763,132.0
2692,1301519,24799,22.0
2693,1301521,11013,1.0
2694,1301718,44447,1.585
2695,1302181,11013,1.0
2696,1302295,15174,23.0
2697,1302309,15174,4.0
2698,1302524,98539,2.0
2699,1302530,15174,6.0
2700,1302755,11013,1.0
2701,1302891,11013,6.0
2702,1303009,34763,10.0
2703,1303051,15174,1.0
2704,1303162,11013,7.0
2705,1303165,11013,17.0
2706,1303215,11013,6.0
2707,1303225,11013,5.0
2708,1303230,11013,3.0
2709,1303537,11013,2.0
2710,1303540,11013,6.0
2711,1303774,11013,4.0
2712,1303892,15174,8.0
2713,1303940,31565,1.0
2714,1305378,11013,1.0
2715,1305400,34763,53.0
2716,1305574,11013,1.0
2717,1305966,34763,2.0
2718,1305997,11013,1.0
2719,1306009,11013,8.0
2720,1306030,11013,1.0
2721,1306083,11013,1.0
2722,1306231,15174,2.0
2723,1306653,56377,1.0
2724,1306804,11013,45.0
2725,1306874,15174,6.0
2726,1307289,11013,2.0
2727,1307974,23824,4.0
2728,1308163,34763,2.0
2729,1308229,7686,1.0
2730,1308279,26719,1.0
2731,1308295,11013,3.0
2732,1308641,48383,1.0
2733,1308684,31565,1.0
2734,1308722,85973,8.0
2735,1308728,38212,10.0
2736,1308897,15174,3.0
2737,1309164,19917,3.0
2738,1309165,19917,9.0
2739,1309486,19917,21.0
2740,1309838,11013,1.0
2741,1310059,26719,1.0
2742,1310197,15174,5.0
2743,1310281,11013,7.0
2744,1310290,11013,1.0
2745,1310795,11013,4.0
2746,1310918,34763,1.0
2747,1310918,74399,4.0
2748,1312237,15174,5.0
2749,1312371,23293,37.0
2750,1312627,19917,0.592
2751,1313363,23293,149.0
2752,1313371,11013,1.0
2753,1313390,11013,1.0
2754,1313395,11013,2.0
2755,1313420,11013,1.0
2756,1313429,31565,1.0
2757,1313619,34763,1.0
2758,1313706,15174,3.0
2759,1314256,15174,1.0
2760,1315022,11013,2.0
2761,1315253,83749,100.0
2762,1315322,15174,12.0
2763,1315409,23293,6.0
2764,1315612,34763,4.0
2765,1315637,11013,2.0
2766,1315703,11013,11.0
2767,1315706,11013,12.0
2768,1316026,15174,13.0
2769,1316264,15174,1.0
2770,1316420,15174,1.0
2771,1316423,15174,1.0
2772,1316470,15174,1.0
2773,1316604,34763,4.0
2774,1316758,15174,1.0
2775,1316819,15174,18.0
2776,1317080,11013,4.0
2777,1317083,19917,34.0
2778,1317359,15174,2.43
2779,1317639,15174,3.0
2780,1320646,83733,3.0
2781,1320674,46492,11.0
2782,1320880,19917,5.0
2783,1320932,11013,1.0
2784,1321019,98539,2.0
2785,1321383,11013,9.0
2786,1321436,34763,10.0
2787,1321759,98539,3.0
2788,1321875,31565,2.0
2789,1322332,98539,2.0
2790,1322501,56377,10.0
2791,1323088,11013,1.0
2792,1323231,34763,20.0
2793,1323835,98539,8.0
2794,1323994,11013,4.0
2795,1324721,15174,1.0
2796,1325001,23414,42.0
2797,1325128,11013,17.0
2798,1325142,11013,1.0
2799,1325244,11013,1.0
2800,1325324,26719,5.0
2801,1325325,11013,2.0
2802,1325525,48383,1.8
2803,1325545,85973,22.0
2804,1325791,15174,9.0
2805,1325925,83733,6.0
2806,1326296,15174,1.0
2807,1326339,31565,1.0
2808,1326482,15174,5.0
2809,1326860,12105,999965.0
2810,1326960,11013,2.0
2811,1327183,11013,17.0
2812,1327396,10171,11.0
2813,1327631,11013,5.0
2814,1327679,85973,2.0
2815,1327821,11013,2.0
2816,1327979,12105,999991.0
2817,1327980,12105,999969.0
2818,1327984,12105,999778.0
2819,1327985,12105,999408.0
2820,1327986,12105,999980.0
2821,1327987,12105,999999.0
2822,1327988,12105,999974.0
2823,1327989,12105,999937.0
2824,1327992,12105,999989.0
2825,1327994,12105,999980.0
2826,1328107,12105,999978.0
2827,1328452,15174,1.0
2828,1328551,56377,1.0
2829,1329613,47082,24.0
2830,1329652,47082,10.0
2831,1330299,56377,1.0
2832,1330333,11013,1.0
2833,1330925,12105,999999.0
2834,1331089,11013,1.0
2835,1331441,11013,1.0
2836,1331481,15174,6.0
2837,1331801,11013,2.0
2838,1331860,11013,1.0
2839,1331860,41970,2.0
2840,1331938,12105,999953.0
2841,1331977,12105,999996.0
2842,1332010,11013,1.0
2843,1332010,34763,5.0
2844,1332028,15174,8.0
2845,1332045,15174,2.0
2846,1332069,15174,2.0
2847,1332078,12105,999999.0
2848,1332263,11013,5.0
2849,1332644,15174,1.0
2850,1332804,7686,2.0
2851,1334446,11013,2.0
2852,1334449,11013,2.0
2853,1334449,98539,2.0
2854,1334479,11013,5.0
2855,1334856,11013,3.0
2856,1335541,24799,17.0
2857,1335730,11013,1.0
2858,1335730,34763,1.0
2859,1336137,12105,999965.0
2860,1336138,12105,999865.0
2861,1336139,12105,999696.0
2862,1336140,12105,999966.0
2863,1336141,12105,999997.0
2864,1336142,12105,999869.0
2865,1336200,12105,999987.0
2866,1336212,12105,999987.0
2867,1336213,12105,999992.0
2868,1336216,11013,5.0
2869,1336217,12105,999992.0
2870,1336297,12105,999962.0
2871,1336382,19917,2.0
2872,1336418,12105,999998.0
2873,1336611,108664,58.02
2874,1336837,25347,5.032
2875,1337113,12105,999993.0
2876,1337134,12105,999710.0
2877,1337393,12105,999994.0
2878,1337394,12105,999986.0
2879,1337395,12105,999990.0
2880,1337800,15174,1.0
2881,1337867,34763,1.0
2882,1338479,15174,2.0
2883,1338492,34763,18.0
2884,1338618,23824,1.0
2885,1338618,26477,11.0
2886,1338618,34763,6.0
2887,1340356,15174,15.0
2888,1340356,34763,221.0
2889,1340953,74399,8.0
2890,1341194,24799,28.0
2891,1341218,85973,18.0
2892,1341463,11013,3.0
2893,1341484,11013,18.0
2894,1341489,11013,1.0
2895,1341498,11013,2.0
2896,1341555,11013,2.0
2897,1341840,12105,999958.0
2898,1341841,12105,999905.0
2899,1341966,19917,1.0
2900,1342151,15174,1.0
2901,1342416,15174,8.0
2902,1343073,38212,4.0
2903,1343085,15174,1.0
2904,1343289,11013,2.0
2905,1343317,15174,2.0
2906,1343354,11013,2.0
2907,1343421,15174,8.0
2908,1344086,98539,4.0
2909,1344182,15174,4.0
2910,1344548,15174,2.0
2911,1344696,15174,37.0
2912,1345108,83749,935.0
2913,1345331,15174,2.0
2914,1345620,15174,1.0
2915,1345879,108664,9.0
2916,1345960,11013,28.0
2917,1345968,11013,1.0
2918,1346453,34763,1.0
2919,1346647,34763,1.0
2920,1347246,15174,2.0
2921,1347317,15174,15.0
2922,1347976,31565,1.365
2923,1348057,34763,1.0
2924,1348061,15174,2.0
2925,1348176,19917,2.0
2926,1348191,34763,1.0
2927,1348204,34763,1.0
2928,1348353,34763,11.0
2929,1348358,15174,13.0
2930,1349072,15174,10.0
2931,1349072,24799,18.0
2932,1349415,96320,41.0
2933,1349651,11013,6.0
2934,1349687,12105,999999.0
2935,1349694,12105,999995.954
2936,1349695,12105,999992.0
2937,1349696,12105,999995.0
2938,1349700,12105,999987.0
2939,1349701,12105,999988.0
2940,1349702,12105,999999.0
2941,1349703,12105,999945.0
2942,1349707,12105,999940.0
2943,1349708,12105,999997.542
2944,1349709,12105,999995.416
2945,1349715,12105,999942.0
2946,1349720,12105,999999.0
2947,1349721,12105,999984.0
2948,1349722,12105,999994.0
2949,1349723,12105,999996.936
2950,1349724,12105,999999.0
2951,1349726,12105,999976.0
2952,1349727,12105,999986.0
2953,1349728,12105,999987.0
2954,1349729,12105,999988.0
2955,1349730,12105,999971.0
2956,1349734,12105,999956.0
2957,1349738,12105,999948.0
2958,1349743,12105,999940.0
2959,1349744,12105,999974.0
2960,1349745,12105,999974.0
2961,1349774,12105,999988.0
2962,1349775,12105,999988.0
2963,1349776,12105,999911.0
2964,1349777,12105,999998.14
2965,1349778,12105,999999.0
2966,1349779,12105,999999.0
2967,1349783,12105,999997.0
2968,1349784,12105,999994.0
2969,1349785,12105,999957.0
2970,1349791,12105,999983.0
2971,1349814,12105,999992.0
2972,1349878,12105,999997.026
2973,1350075,12105,999999.0
2974,1350136,12105,999981.0
2975,1350592,34763,17.0
2976,1350593,41970,2.0
2977,1350599,108664,15.0
2978,1350736,12105,999998.0
2979,1351000,15174,2.0
2980,1351154,34763,10.0
2981,1351585,15174,3.0
2982,1351669,15174,2.0
2983,1351698,11013,3.0
2984,1351938,31565,1.0
2985,1352239,31565,0.42
2986,1352496,15174,114.0
2987,1353116,11013,1.0
2988,1353265,83858,26.0
2989,1353389,15174,2.0
2990,1353396,34763,1.0
2991,1353418,15174,15.0
2992,1353640,11013,3.0
2993,1353762,19917,1.0
2994,1353980,98539,1.0
2995,1354070,34763,1.0
2996,1354457,12105,999953.0
2997,1354460,12105,999981.0
2998,1354470,12105,999992.0
2999,1354476,12105,999986.0
3000,1354495,12105,999965.0
3001,1354512,12105,999894.0
3002,1354515,12105,999973.0
3003,1354516,12105,999895.0
3004,1354529,12105,999973.0
3005,1354535,15174,1.0
3006,1354577,12105,999998.0
3007,1354607,31565,4.0
3008,1354972,31565,12.0
3009,1354983,44447,91.0
3010,1355423,19917,10.0
3011,1356552,11013,2.0
3012,1356617,15174,1.0
3013,1356730,15174,1.0
3014,1356737,19917,11.0
3015,1356743,19917,0.636
3016,1357108,19917,4.0
3017,1357190,98539,2.0
3018,1357918,15174,17.0
3019,1359123,23824,1.0
3020,1359416,34763,4.0
3021,1359418,34763,2.0
3022,1359422,23414,61.0
3023,1359490,15174,1.0
3024,1359537,23414,66.0
3025,1359595,19917,1.0
3026,1359598,48383,2.0
3027,1359598,56377,33.0
3028,1359645,83733,34.0
3029,1359863,34763,10.0
3030,1359889,98539,1.0
3031,1360061,23824,1.0
3032,1360095,12105,999993.624
3033,1360227,12105,999992.0
3034,1360228,12105,999940.0
3035,1360238,12105,999910.0
3036,1360255,12105,999951.0
3037,1360272,12105,999969.0
3038,1360281,12105,999981.0
3039,1360434,19917,1.0
3040,1360708,15174,5.0
3041,1360720,31565,1.0
3042,1361369,12105,999994.976
3043,1361547,15174,5.0
3044,1361586,15174,28.0
3045,1361623,15174,2.0
3046,1361658,26477,3.0
3047,1361827,34763,7.0
3048,1361980,98539,18.0
3049,1361985,38212,11.0
3050,1362174,26719,8.0
3051,1362688,15174,33.0
3052,1362704,31565,1.0
3053,1362749,31565,2.0
3054,1362926,98539,1.0
3055,1362952,98539,2.0
3056,1362976,11013,1.0
3057,1363546,19917,5.0
3058,1363689,31565,3.0
3059,1364233,11013,8.0
3060,1364393,15174,3.0
3061,1364393,34763,4.0
3062,1364593,15174,1.096
3063,1364791,31565,1.0
3064,1365153,34763,5.0
3065,1365755,19917,35.0
3066,1366143,24799,19.0
3067,1366531,15174,63.0
3068,1366656,12105,999993.0
3069,1366674,12105,999972.0
3070,1366675,12105,999981.0
3071,1366697,12105,999995.0
3072,1366721,12105,999944.0
3073,1366726,12105,999981.0
3074,1366727,12105,999902.0
3075,1367160,11013,3.0
3076,1367163,11013,1.0
3077,1367388,11013,1.0
3078,1367388,19917,2.0
3079,1367589,31565,1.0
3080,1368468,15174,4.0
3081,1368732,15174,1.0
3082,1368912,98539,37.0
3083,1369122,34763,1.0
3084,1369415,15174,6.0
3085,1369712,11013,1.0
3086,1369869,15174,1.0
3087,1370102,27514,4.0
3088,1371344,11013,3.0
3089,1371359,11013,25.0
3090,1371515,43904,4.0
3091,1371796,108664,17.24
3092,1372395,12105,999933.0
3093,1372440,12105,999992.0
3094,1372446,26719,6.0
3095,1372480,12105,999992.0
3096,1373106,15174,6.0
3097,1373706,15174,29.0
3098,1373803,12105,999932.0
3099,1374428,23824,11.0
3100,1374434,78683,4957.0
3101,1374438,98539,1.0
3102,1374680,56377,1.0
3103,1374716,15174,28.0
3104,1374932,15174,2.0
3105,1375087,56377,7.0
3106,1375451,24799,46.0
3107,1375558,108664,83.0
3108,1376518,15174,8.0
3109,1376734,26477,1.0
3110,1376812,11013,1.0
3111,1377136,15174,32.0
3112,1377390,26477,10.0
3113,1377391,26477,10.0
3114,1377394,24799,5.0
3115,1377394,47082,1.0
3116,1377430,15174,1.0
3117,1377430,19917,7.0
3118,1377565,27514,18.0
3119,1377633,38212,14.0
3120,1378081,15174,36.0
3121,1378132,15174,3.0
3122,1378256,11013,1.0
3123,1378406,85973,25.0
3124,1378545,98539,24.0
3125,1378868,11013,2.0
3126,1378967,15174,3.0
3127,1378996,34763,16.0
3128,1379050,34763,15.0
3129,1379117,34763,1.0
3130,1379245,19765,1.0
3131,1379420,34763,19.0
3132,1379485,34763,7.0
3133,1379828,15174,2.0
3134,1380007,19917,1.0
3135,1380316,31565,0.46
3136,1380340,12105,999950.0
3137,1380343,12105,999961.0
3138,1380354,12105,999998.5
3139,1380563,15174,18.0
3140,1380588,15174,72.0
3141,1380666,44447,1.0
3142,1380777,11013,1.0
3143,1380804,15174,27.0
3144,1380993,15174,7.0
3145,1381194,15174,0.796
3146,1381269,98539,3.0
3147,1381724,15174,14.0
3148,1381780,31565,1.0
3149,1381879,11013,6.0
3150,1381943,15174,8.209
3151,1382481,15174,10.0
3152,1383018,11013,1.0
3153,1383189,15174,16.0
3154,1384173,11013,1.0
3155,1384730,31565,1.0
3156,1385185,15174,39.0
3157,1385540,15174,5.0
3158,1385566,15174,5.0
3159,1385578,15174,2.0
3160,1385713,15174,1.0
3161,1385742,47082,3.0
3162,1385820,7686,1.0
3163,1385822,7686,2.0
3164,1385844,31565,3.0
3165,1385846,15174,2.0
3166,1385856,15174,2.0
3167,1385872,15174,2.0
3168,1385890,15174,5.0
3169,1385998,15174,5.0
3170,1386823,19917,1.0
3171,1386907,12105,999998.0
3172,1387983,15174,2.0
3173,1388143,15174,1.0
3174,1388776,15174,1.0
3175,1389283,15174,3.0
3176,1389889,15174,3.0
3177,1389990,15174,11.0
3178,1389999,15174,2.0
3179,1390095,15174,2.0
3180,1390536,56377,215.0
3181,1390611,31565,0.366
3182,1390692,15174,3.0
